,vm_id_map,hour_minute_class,admin_historic_decision_disk
597,3,18.0,0
598,3,18.0,1
599,3,18.0,1
600,3,18.0,1
601,3,18.0,0
602,3,19.0,1
603,3,19.0,1
604,3,19.0,1
605,3,19.0,1
606,3,19.0,1
607,3,19.0,0
608,3,19.0,1
609,3,19.0,1
610,3,19.0,1
611,3,19.0,0
612,3,19.0,1
613,3,19.0,-1
614,3,20.0,-1
615,3,20.0,-1
616,3,20.0,-1
617,3,20.0,-1
618,3,20.0,-1
619,3,20.0,-1
620,3,20.0,-1
621,3,20.0,-1
622,3,20.0,-1
623,3,20.0,-1
624,3,20.0,-1
625,3,20.0,-1
626,3,21.0,-1
627,3,21.0,-1
628,3,21.0,-1
629,3,21.0,-1
630,3,21.0,-1
631,3,21.0,-1
632,3,21.0,-1
633,3,21.0,-1
634,3,21.0,-1
635,3,21.0,-1
636,3,21.0,-1
637,3,21.0,-1
638,3,22.0,-1
639,3,22.0,0
640,3,22.0,-1
641,3,22.0,-1
642,3,22.0,-1
643,3,22.0,-1
644,3,22.0,-1
645,3,22.0,-1
646,3,22.0,-1
647,3,22.0,-1
648,3,16.0,1
649,3,16.0,1
650,3,17.0,1
651,3,17.0,0
652,3,17.0,1
653,3,17.0,1
654,3,17.0,1
655,3,17.0,1
656,3,17.0,1
657,3,17.0,1
658,3,17.0,1
659,3,17.0,1
660,3,17.0,0
661,3,17.0,1
662,3,18.0,1
663,3,18.0,1
664,3,18.0,0
665,3,18.0,1
666,3,18.0,1
667,3,18.0,1
668,3,18.0,1
669,3,18.0,1
670,3,18.0,1
671,3,18.0,1
672,3,18.0,1
673,3,18.0,1
674,3,19.0,1
675,3,19.0,1
676,3,19.0,1
677,3,19.0,1
678,3,19.0,1
679,3,19.0,1
680,3,19.0,1
681,3,19.0,1
682,3,19.0,1
683,3,19.0,1
684,3,19.0,1
685,3,19.0,1
686,3,20.0,1
687,3,20.0,-1
688,3,20.0,0
689,3,20.0,-1
690,3,20.0,-1
691,3,20.0,-1
692,3,20.0,-1
693,3,20.0,-1
694,3,20.0,-1
695,3,20.0,-1
696,3,20.0,-1
697,3,20.0,-1
698,3,21.0,-1
699,3,21.0,-1
700,3,21.0,-1
701,3,21.0,-1
702,3,21.0,-1
703,3,21.0,-1
704,3,21.0,-1
705,3,21.0,-1
706,3,21.0,0
707,3,21.0,-1
708,3,21.0,-1
709,3,21.0,-1
710,3,22.0,-1
711,3,22.0,-1
712,3,22.0,-1
713,3,22.0,-1
714,3,22.0,-1
715,3,22.0,-1
716,3,22.0,0
717,3,22.0,-1
718,3,22.0,-1
719,3,22.0,-1
720,3,16.0,1
721,3,16.0,1
722,3,17.0,0
723,3,17.0,1
724,3,17.0,1
725,3,17.0,1
726,3,17.0,0
727,3,17.0,1
728,3,17.0,1
729,3,17.0,1
730,3,17.0,1
731,3,17.0,0
732,3,17.0,1
733,3,17.0,1
734,3,18.0,1
735,3,18.0,0
736,3,18.0,1
737,3,18.0,1
738,3,18.0,0
739,3,18.0,1
740,3,18.0,1
741,3,18.0,1
742,3,18.0,1
743,3,18.0,0
744,3,18.0,1
745,3,18.0,1
746,3,19.0,1
747,3,19.0,1
748,3,19.0,1
749,3,19.0,1
750,3,19.0,1
751,3,19.0,1
752,3,19.0,0
753,3,19.0,1
754,3,19.0,1
755,3,19.0,1
756,3,19.0,0
757,3,19.0,-1
758,3,20.0,-1
759,3,20.0,-1
760,3,20.0,-1
761,3,20.0,-1
762,3,20.0,-1
763,3,20.0,-1
764,3,20.0,-1
765,3,20.0,-1
766,3,20.0,0
767,3,20.0,-1
768,3,20.0,-1
769,3,20.0,-1
770,3,21.0,-1
771,3,21.0,-1
772,3,21.0,-1
773,3,21.0,-1
774,3,21.0,-1
775,3,21.0,-1
776,3,21.0,-1
777,3,21.0,-1
778,3,21.0,-1
779,3,21.0,-1
780,3,21.0,-1
781,3,21.0,-1
782,3,22.0,-1
783,3,22.0,-1
784,3,22.0,-1
785,3,22.0,-1
786,3,22.0,-1
787,3,22.0,-1
788,3,22.0,-1
789,3,22.0,-1
790,3,22.0,-1
791,3,22.0,-1
792,3,16.0,1
793,3,16.0,0
794,3,17.0,1
795,3,17.0,1
796,3,17.0,1
797,3,17.0,1
798,3,17.0,0
799,3,17.0,1
800,3,17.0,1
801,3,17.0,1
802,3,17.0,0
803,3,17.0,1
804,3,17.0,1
805,3,17.0,0
806,3,18.0,1
807,3,18.0,1
808,3,18.0,0
809,3,18.0,1
810,3,18.0,0
811,3,18.0,1
812,3,18.0,1
813,3,18.0,1
814,3,18.0,0
815,3,18.0,1
816,3,18.0,1
817,3,18.0,0
818,3,19.0,1
819,3,19.0,1
820,3,19.0,0
821,3,19.0,1
822,3,19.0,0
823,3,19.0,1
824,3,19.0,1
825,3,19.0,1
826,3,19.0,0
827,3,19.0,1
828,3,19.0,1
829,3,19.0,1
830,3,20.0,1
831,3,20.0,-1
832,3,20.0,-1
833,3,20.0,-1
834,3,20.0,-1
835,3,20.0,-1
836,3,20.0,-1
837,3,20.0,-1
838,3,20.0,-1
839,3,20.0,-1
840,3,20.0,-1
841,3,20.0,-1
842,3,21.0,-1
843,3,21.0,-1
844,3,21.0,-1
845,3,21.0,-1
846,3,21.0,-1
847,3,21.0,0
848,3,21.0,-1
849,3,21.0,-1
850,3,21.0,-1
851,3,21.0,-1
852,3,21.0,-1
853,3,21.0,-1
854,3,22.0,-1
855,3,22.0,-1
856,3,22.0,-1
857,3,22.0,-1
858,3,22.0,-1
859,3,22.0,-1
860,3,22.0,-1
861,3,22.0,-1
862,3,22.0,-1
863,3,22.0,-1
864,4,16.0,-1
865,4,16.0,-1
866,4,17.0,0
867,4,17.0,-1
868,4,17.0,-1
869,4,17.0,-1
870,4,17.0,0
871,4,17.0,-1
872,4,17.0,-1
873,4,17.0,-1
874,4,17.0,-1
875,4,17.0,0
876,4,17.0,-1
877,4,17.0,-1
878,4,18.0,-1
879,4,18.0,0
880,4,18.0,-1
881,4,18.0,-1
882,4,18.0,0
883,4,18.0,-1
884,4,18.0,-1
885,4,18.0,0
886,4,18.0,-1
887,4,18.0,-1
888,4,18.0,-1
889,4,18.0,0
890,4,19.0,-1
891,4,19.0,-1
892,4,19.0,-1
893,4,19.0,-1
894,4,19.0,-1
895,4,19.0,0
896,4,19.0,-1
897,4,19.0,-1
898,4,19.0,-1
899,4,19.0,0
900,4,19.0,-1
901,4,19.0,1
902,4,20.0,1
903,4,20.0,1
904,4,20.0,1
905,4,20.0,1
906,4,20.0,1
907,4,20.0,1
908,4,20.0,1
909,4,20.0,1
910,4,20.0,1
911,4,20.0,1
912,4,20.0,1
913,4,20.0,1
914,4,21.0,1
915,4,21.0,1
916,4,21.0,1
917,4,21.0,1
918,4,21.0,1
919,4,21.0,1
920,4,21.0,1
921,4,21.0,1
922,4,21.0,1
923,4,21.0,1
924,4,21.0,1
925,4,21.0,1
926,4,22.0,1
927,4,22.0,0
928,4,22.0,1
929,4,22.0,1
930,4,22.0,1
931,4,22.0,1
932,4,22.0,1
933,4,22.0,1
934,4,22.0,1
935,4,22.0,1
936,4,16.0,-1
937,4,16.0,-1
938,4,17.0,-1
939,4,17.0,0
940,4,17.0,-1
941,4,17.0,-1
942,4,17.0,-1
943,4,17.0,-1
944,4,17.0,-1
945,4,17.0,-1
946,4,17.0,-1
947,4,17.0,-1
948,4,17.0,0
949,4,17.0,-1
950,4,18.0,-1
951,4,18.0,-1
952,4,18.0,0
953,4,18.0,-1
954,4,18.0,-1
955,4,18.0,-1
956,4,18.0,-1
957,4,18.0,-1
958,4,18.0,-1
959,4,18.0,-1
960,4,18.0,-1
961,4,18.0,-1
962,4,19.0,-1
963,4,19.0,-1
964,4,19.0,-1
965,4,19.0,-1
966,4,19.0,-1
967,4,19.0,-1
968,4,19.0,-1
969,4,19.0,-1
970,4,19.0,-1
971,4,19.0,-1
972,4,19.0,-1
973,4,19.0,-1
974,4,20.0,-1
975,4,20.0,1
976,4,20.0,0
977,4,20.0,1
978,4,20.0,1
979,4,20.0,1
980,4,20.0,1
981,4,20.0,1
982,4,20.0,1
983,4,20.0,1
984,4,20.0,1
985,4,20.0,1
986,4,21.0,1
987,4,21.0,1
988,4,21.0,1
989,4,21.0,1
990,4,21.0,1
991,4,21.0,1
992,4,21.0,1
993,4,21.0,1
994,4,21.0,0
995,4,21.0,1
996,4,21.0,1
997,4,21.0,1
998,4,22.0,1
999,4,22.0,1
1000,4,22.0,1
1001,4,22.0,1
1002,4,22.0,1
1003,4,22.0,1
1004,4,22.0,0
1005,4,22.0,1
1006,4,22.0,1
1007,4,22.0,1
1008,4,16.0,-1
1009,4,16.0,-1
1010,4,17.0,0
1011,4,17.0,-1
1012,4,17.0,-1
1013,4,17.0,-1
1014,4,17.0,0
1015,4,17.0,-1
1016,4,17.0,-1
1017,4,17.0,-1
1018,4,17.0,-1
1019,4,17.0,0
1020,4,17.0,-1
1021,4,17.0,-1
1022,4,18.0,-1
1023,4,18.0,0
1024,4,18.0,-1
1025,4,18.0,-1
1026,4,18.0,0
1027,4,18.0,-1
1028,4,18.0,-1
1029,4,18.0,-1
1030,4,18.0,-1
1031,4,18.0,0
1032,4,18.0,-1
1033,4,18.0,-1
1034,4,19.0,-1
1035,4,19.0,-1
1036,4,19.0,-1
1037,4,19.0,-1
1038,4,19.0,-1
1039,4,19.0,-1
1040,4,19.0,0
1041,4,19.0,-1
1042,4,19.0,-1
1043,4,19.0,-1
1044,4,19.0,0
1045,4,19.0,1
1046,4,20.0,1
1047,4,20.0,1
1048,4,20.0,1
1049,4,20.0,1
1050,4,20.0,1
1051,4,20.0,1
1052,4,20.0,1
1053,4,20.0,1
1054,4,20.0,0
1055,4,20.0,1
1056,4,20.0,1
1057,4,20.0,1
1058,4,21.0,1
1059,4,21.0,1
1060,4,21.0,1
1061,4,21.0,1
1062,4,21.0,1
1063,4,21.0,1
1064,4,21.0,1
1065,4,21.0,1
1066,4,21.0,1
1067,4,21.0,1
1068,4,21.0,1
1069,4,21.0,1
1070,4,22.0,1
1071,4,22.0,1
1072,4,22.0,1
1073,4,22.0,1
1074,4,22.0,1
1075,4,22.0,1
1076,4,22.0,1
1077,4,22.0,1
1078,4,22.0,1
1079,4,22.0,1
1080,4,16.0,-1
1081,4,16.0,0
1082,4,17.0,-1
1083,4,17.0,-1
1084,4,17.0,-1
1085,4,17.0,-1
1086,4,17.0,0
1087,4,17.0,-1
1088,4,17.0,-1
1089,4,17.0,-1
1090,4,17.0,0
1091,4,17.0,-1
1092,4,17.0,-1
1093,4,17.0,0
1094,4,18.0,-1
1095,4,18.0,-1
1096,4,18.0,0
1097,4,18.0,-1
1098,4,18.0,0
1099,4,18.0,-1
1100,4,18.0,-1
1101,4,18.0,-1
1102,4,18.0,0
1103,4,18.0,-1
1104,4,18.0,-1
1105,4,18.0,0
1106,4,19.0,-1
1107,4,19.0,-1
1108,4,19.0,0
1109,4,19.0,-1
1110,4,19.0,0
1111,4,19.0,-1
1112,4,19.0,-1
1113,4,19.0,-1
1114,4,19.0,0
1115,4,19.0,-1
1116,4,19.0,-1
1117,4,19.0,-1
1118,4,20.0,-1
1119,4,20.0,1
1120,4,20.0,1
1121,4,20.0,1
1122,4,20.0,1
1123,4,20.0,1
1124,4,20.0,1
1125,4,20.0,1
1126,4,20.0,1
1127,4,20.0,1
1128,4,20.0,1
1129,4,20.0,1
1130,4,21.0,1
1131,4,21.0,1
1132,4,21.0,1
1133,4,21.0,1
1134,4,21.0,1
1135,4,21.0,0
1136,4,21.0,1
1137,4,21.0,1
1138,4,21.0,1
1139,4,21.0,1
1140,4,21.0,1
1141,4,21.0,1
1142,4,22.0,1
1143,4,22.0,1
1144,4,22.0,1
1145,4,22.0,1
1146,4,22.0,1
1147,4,22.0,1
1148,4,22.0,1
1149,4,22.0,1
1150,4,22.0,1
1151,4,22.0,1
